"Island","Site","Genus_Code","Site_Genet","Year_STA","Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","Year_END","Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","Interval_Years","Mortality","Survival"
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02200",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,13.0516500755,15.7816538011,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02201",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,6.37089992639,11.0462533302,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02202",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,13.2420000966,13.2496764757,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02203",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,36.1739995956,24.415261413,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02204",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,18.5933000425,17.1992239594,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02205",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,5.18220001614,10.1978334042,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02206",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,6.85954985226,11.5157530587,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02207",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,2.3666499669,7.06079176807,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02208",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,1.44339990778,5.22401865224,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02209",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,13.2213998075,15.5306630311,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02210",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,28.6622005605,28.3411385308,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02211",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,31.4573996828,28.934093142,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02212",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,12.6425999807,14.6639432292,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02213",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,43.6484502905,27.8831447328,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02142",2013,2013-09-12,NA,28.1315499875,29.5840836138,1,2019,2019-08-30,NA,6.5692501489,11.5188237126,1,"SHRINK","13_19",5.96303901437372,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02214",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,7.07989986358,10.931415014,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02215",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,49.0606999228,31.7057921913,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02216",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,9.00844985674,12.4461031707,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02217",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,8.76865004095,12.4421294738,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02218",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,41.5994999143,26.018634914,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02219",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,36.4823001481,25.1396460219,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02220",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,11.8414500684,13.8846719014,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02221",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,13.3169999735,15.4443181295,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02222",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,13.5427998639,15.8154062425,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02223",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,48.4741996765,29.5899908409,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02224",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,24.7061498719,19.5660320344,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02225",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,3.82960006204,8.3423554461,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02226",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,16.9491999933,15.3983830069,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02227",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,16.7633995959,16.8396863168,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02228",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,41.1785501035,27.0308217407,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02229",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,31.9647499167,31.6207438673,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02230",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,6.72119965407,10.6183042691,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02231",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,10.6211500694,14.7538143294,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","MOSP","LIS_OCC_005_02232",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,12.1475501376,16.5752061029,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02233",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,9.76355039262,13.0659720121,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02234",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,5.64734989846,10.7303786213,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02235",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,8.54055006293,11.6664470466,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02236",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,2.24649989687,6.30918206063,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02237",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,6.08474994164,10.8089176711,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02238",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,5.22705016691,10.1020883465,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02239",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,2.27050005375,6.10887952365,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02240",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,2.74044999147,6.84962747672,1,"RECR","16_19",2.94592744695414,0,1
"LIS","OCC-LIS-005","POSP","LIS_OCC_005_02241",2016,2016-09-18,NA,0,0,1,2019,2019-08-30,NA,2.62700006911,9.22241669381,1,"RECR","16_19",2.94592744695414,0,1
"MAI","SIO-MAI-K01","POCS","MAI_SIO_K01_02360",2014,2014-07-21,NA,32.0971999869,42.6209493523,1,2015,2015-07-10,NA,60.9860323969,57.4460201944,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POCS","MAI_SIO_K01_02361",2014,2014-07-21,NA,38.6731996309,58.5342521347,1,2015,2015-07-10,NA,78.6088342034,47.6858041477,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02362",2014,2014-07-21,NA,63.78805015483,61.0039423182,2,2015,2015-07-10,NA,68.7680784671,67.7850927793,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02364",2014,2014-07-21,NA,43.5064504205,56.7560430686,2,2015,2015-07-10,NA,63.9732398289,83.9328609129,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02365",2014,2014-07-21,NA,57.110050238,31.6138050553,1,2015,2015-07-10,NA,73.3489688314,40.4399759548,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02366",2014,2014-07-21,NA,178.0442013927,183.8781794722,6,2015,2015-07-10,NA,233.06955742537,214.9379100981,5,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02367",2014,2014-07-21,NA,66.2077502101,47.8627769099,1,2015,2015-07-10,NA,51.0909367456,34.1579571581,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02368",2014,2014-07-21,NA,70.2610006518,76.7284633108,2,2015,2015-07-10,NA,88.3969603072,92.1193348431,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02369",2014,2014-07-21,NA,23.8436004103,30.6919955369,1,2015,2015-07-10,NA,13.94111911641,25.45619878537,2,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02370",2014,2014-07-21,NA,8.64524983155,11.2193091194,1,2015,2015-07-10,NA,8.3213415097,20.0619980575,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02372",2014,2014-07-21,NA,18.3883996588,26.3255303381,1,2015,2015-07-10,NA,25.1340620762,36.0323839787,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02373",2014,2014-07-21,NA,14.639299835,17.8137988138,1,2015,2015-07-10,NA,15.9210391323,19.0284499843,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02374",2014,2014-07-21,NA,33.88674987436,35.26932912713,3,2015,2015-07-10,NA,44.81017125335,41.21144753846,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02375",2014,2014-07-21,NA,22.0386500685,34.8127565701,1,2015,2015-07-10,NA,29.4348042501,38.7677242004,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02376",2014,2014-07-21,NA,31.3325000908,36.2890768479,1,2015,2015-07-10,NA,18.17285578179,33.8185537087,2,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POCS","MAI_SIO_K01_02377",2014,2014-07-21,NA,174.077650853,111.036845615,1,2015,2015-07-10,NA,176.431667091,83.2776907659,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02378",2014,2014-07-21,NA,199.84604958112,144.44736004196,4,2015,2015-07-10,NA,202.11682952788,183.8728293859,4,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02379",2014,2014-07-21,NA,29.207450416,22.3671100404,1,2015,2015-07-10,NA,20.5898143023,28.036801105,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02380",2014,2014-07-21,NA,16.93190887942,29.98426046315,3,2015,2015-07-10,NA,19.04800457861,27.9753282855,3,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02381",2014,2014-07-21,NA,16.3408003765,27.902372874,1,2015,2015-07-10,NA,13.06802967579,27.69080290806,2,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02382",2014,2014-07-21,NA,9.21934997049,11.4488925294,1,2015,2015-07-10,NA,6.61521149429,9.2857904484,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02383",2014,2014-07-21,NA,12.0481498685,14.7014846672,1,2015,2015-07-10,NA,10.689987864,16.683669761,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02384",2014,2014-07-21,NA,3.38835000028,6.95904772214,1,2015,2015-07-10,NA,3.74813044708,7.0931102202,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02385",2014,2014-07-21,NA,13.6236499389,16.3589418639,1,2015,2015-07-10,NA,5.65375488799,15.0469203888,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POCS","MAI_SIO_K01_02386",2014,2014-07-21,NA,131.12509979,86.0364889904,1,2015,2015-07-10,NA,154.961575221,67.3605593693,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02387",2014,2014-07-21,NA,8.07114997527,10.8111629279,1,2015,2015-07-10,NA,9.42490235606,12.5832184437,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02388",2014,2014-07-21,NA,487.97215031934,595.77329322796,17,2015,2015-07-10,NA,632.99672662405,683.3407711129,16,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02389",2014,2014-07-21,NA,3.88474974615,8.1980936569,1,2015,2015-07-10,NA,10.905439994,19.1770967192,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02390",2014,2014-07-21,NA,8.7657501281,16.887948861,1,2015,2015-07-10,NA,21.0048298176,36.1164035254,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02391",2014,2014-07-21,NA,3.54274998095,7.49713301755,1,2015,2015-07-10,NA,1.72119998097,6.23379214951,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02392",2014,2014-07-21,NA,16.1101501082,19.2145803764,1,2015,2015-07-10,NA,12.6434177002,13.9319046989,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02393",2014,2014-07-21,NA,3.26844972265,7.21392874982,1,2015,2015-07-10,NA,1.6380879283,5.61423772994,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02394",2014,2014-07-21,NA,55.9916859379,55.0453952449,2,2015,2015-07-10,NA,86.3800378326,70.5088729933,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02395",2014,2014-07-21,NA,5.0405501542,8.64075486985,1,2015,2015-07-10,NA,0.72340010481,3.6221171674,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02397",2014,2014-07-21,NA,24.6410999774,23.558683515,1,2015,2015-07-10,NA,10.0206170666,15.5292571825,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02398",2014,2014-07-21,NA,9.87224985009,13.243595141,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02399",2014,2014-07-21,NA,9.93519988115,16.4717744257,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02400",2014,2014-07-21,NA,18.1842001528,23.1262186819,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02401",2014,2014-07-21,NA,320.37215035193,366.92956947995,14,2015,2015-07-10,NA,333.24194283533,329.9574055158,4,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02402",2014,2014-07-21,NA,42.35710021869,59.26625045843,2,2015,2015-07-10,NA,68.95788727226,94.434761416,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02403",2014,2014-07-21,NA,454.53642085947,674.93972044884,29,2015,2015-07-10,NA,712.56902654649,665.89913053779,25,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02404",2014,2014-07-21,NA,7.28650003897,13.4791331307,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02405",2014,2014-07-21,NA,212.53069938346,208.5404116991,5,2015,2015-07-10,NA,217.65437558417,229.10263763114,5,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02406",2014,2014-07-21,NA,13.4134501176,14.7152430433,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02407",2014,2014-07-21,NA,11.48695009975,21.55438789114,2,2015,2015-07-10,NA,53.7802114362,45.9819340093,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02408",2014,2014-07-21,NA,41.87964983661,58.6997738391,2,2015,2015-07-10,NA,28.51671047173,59.95344943646,3,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02409",2014,2014-07-21,NA,73.3224498507,69.5667281668,3,2015,2015-07-10,NA,72.60592462799,80.66424185708,5,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02410",2014,2014-07-21,NA,242.0711005884,143.1944901507,5,2015,2015-07-10,NA,355.3742165445,248.2038746842,3,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02411",2014,2014-07-21,NA,3.776600108,7.327217909,1,2015,2015-07-10,NA,2.11292403524,5.31592210316,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02412",2014,2014-07-21,NA,7.71789984643,11.1808262992,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02413",2014,2014-07-21,NA,7.14950019756,13.3744005172,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02414",2014,2014-07-21,NA,16.1326999282,15.8656270598,1,2015,2015-07-10,NA,21.663466676,22.9649789522,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02415",2014,2014-07-21,NA,17.5206500183,17.0433785982,1,2015,2015-07-10,NA,22.6886762228,18.291040046,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02416",2014,2014-07-21,NA,6.33690011501,10.1763032757,1,2015,2015-07-10,NA,4.78396284445,7.85953715337,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02417",2014,2014-07-21,NA,60.86379978977,64.2519316633,3,2015,2015-07-10,NA,63.06013860921,60.0051237613,3,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02418",2014,2014-07-21,NA,55.3468499383,40.6144654745,2,2015,2015-07-10,NA,48.6737026792,35.021227262,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02419",2014,2014-07-21,NA,4.37520010735,7.77798713256,1,2015,2015-07-10,NA,2.36206819155,5.72426562718,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02420",2014,2014-07-21,NA,10.6330501002,12.1200107924,1,2015,2015-07-10,NA,11.2824072788,12.2502735212,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02421",2014,2014-07-21,NA,9.56809979238,13.0010694151,1,2015,2015-07-10,NA,4.72307599979,8.16024409656,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02422",2014,2014-07-21,NA,22.6353001177,19.7678163681,1,2015,2015-07-10,NA,10.7145720517,17.2866578993,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02423",2014,2014-07-21,NA,7.13845011403,13.8925290251,1,2015,2015-07-10,NA,9.24158447487,16.730086184,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02424",2014,2014-07-21,NA,6.51629986686,12.5102019114,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02425",2014,2014-07-21,NA,50.506050195,43.8610930994,1,2015,2015-07-10,NA,169.355630136,115.705735267,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02426",2014,2014-07-21,NA,1.10934986039,5.63542152478,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02427",2014,2014-07-21,NA,10.3924498997,11.7894981935,1,2015,2015-07-10,NA,12.1609119283,12.8685915785,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02428",2014,2014-07-21,NA,3.52950011165,12.4188929175,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02429",2014,2014-07-21,NA,1.04619998786,3.99570784393,1,2015,2015-07-10,NA,0.41594996146,2.48585862925,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02430",2014,2014-07-21,NA,1.57440012954,5.34337201137,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02431",2014,2014-07-21,NA,12.24944968848,19.7775555592,2,2015,2015-07-10,NA,14.1739584277,17.3978300778,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02432",2014,2014-07-21,NA,4.04524973963,8.87977342288,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02434",2014,2014-07-21,NA,24.483,31.570225293,1,2015,2015-07-10,NA,13.9190980998,24.1449831747,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02435",2014,2014-07-21,NA,20.602500239,28.5857716396,1,2015,2015-07-10,NA,22.3624426379,23.9701041746,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02436",2014,2014-07-21,NA,19.1286997732,18.3126894589,1,2015,2015-07-10,NA,6.47287970943,10.4162722818,1,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02437",2014,2014-07-21,NA,3.15109967524,7.57470865074,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02438",2014,2014-07-21,NA,23.8270000886,31.3064268879,1,2015,2015-07-10,NA,27.1920350063,29.61791544521,2,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","POSP","MAI_SIO_K01_02440",2014,2014-07-21,NA,176.22745020677,141.30207048203,4,2015,2015-07-10,NA,436.1857069282,201.66410488017,3,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02441",2014,2014-07-21,NA,1.61404991334,5.65942624634,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02442",2014,2014-07-21,NA,1.18800008026,5.12715415152,1,2015,2015-07-10,NA,1.32783813768,4.78053625076,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02443",2014,2014-07-21,NA,99.3619995129,96.6929146789,2,2015,2015-07-10,NA,97.9368826447,110.2565265219,2,"SHRINK","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02444",2014,2014-07-21,NA,38.0762001183,44.5127064537,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","POCS","MAI_SIO_K01_02445",2014,2014-07-21,NA,42.450849956,35.1055115153,1,2015,2015-07-10,NA,0,0,1,"MORT","14_15",0.969199178644764,1,0
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02446",2014,2014-07-21,NA,3.80925017868,8.27423481634,1,2015,2015-07-10,NA,6.59354095765,13.430226167,1,"GROWTH","14_15",0.969199178644764,0,1
"MAI","SIO-MAI-K01","MOSP","MAI_SIO_K01_02447",2014,2014-07-21,NA,14.4418501566,19.7426574693,1,2015,2015-07-10,NA,19.6995685635,24.0390915666,1,"GROWTH","14_15",0.969199178644764,0,1
