TL_id,TL_Date,TL_Class,TL_Genet,TL_Cx,TL_Cy,TL_Area,TL_SurfA,TL_Perim,TL_Note,template_O,Site,Morph_Code,Quadrat,TimePt,Annotator,QC_Check,Shape_Leng,Shape_Area,SArea
356,8/23/2016,PMEA,300,4736.9,4004.9,406.93,0,254.3, ,0,OCC-OAH-005,BR,-99,0,SD, ,2.679465078,0.04487439,0.109865814
352,8/23/2016,PMEA,296,4554.3,3819.4,13.7,0,20.4, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.215002584,0.00149952,0.004826123
373,8/23/2016,POCS,316,7725.2,7046.2,21.39,0,22, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.231178089,0.00235008,0.006113127
372,8/23/2016,PMEA,315,7543.8,6469.4,94.47,0,46, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.484922594,0.01042698,0.033965672
371,8/23/2016,PMEA,314,6820.4,5524.8,60.88,0,52.2, ,0,OCC-OAH-005,BR,33,0,SD, ,0.550105975,0.006699715,0.009555446
415,8/23/2016,PMEA,353,7783.3,5816.9,234.69,0,90.9, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.956480181,0.025929055,0.077073281
377,8/23/2016,PMEA,320,6902.7,4951.5,461.28,0,177.9, ,0,OCC-OAH-005,BR,33,0,SD, ,1.872533745,0.050967285,0.10782276
376,8/23/2016,PMEA,319,6826.1,4742.5,207.67,0,89.5, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.942607473,0.022939005,0.045513928
378,8/23/2016,PMEA,321,7684,5022,120.9,0,70.6, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.743232479,0.013335365,0.021431911
379,8/23/2016,PMEA,322,8107.5,4529.7,24.37,0,21.6, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.227014087,0.002681495,0.003307024
374,8/23/2016,PMEA,317,6532.2,4009,236.55,0,110.8, ,0,OCC-OAH-005,BR,-99,0,SD, ,1.167026001,0.026114635,0.056648271
375,8/23/2016,PMEA,318,6605,3667.3,63.17,0,44.4, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.468003995,0.00696157,0.0140397
380,8/23/2016,PMEA,323,8556.2,4561.2,78.44,0,45.7, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.48077633,0.008651575,0.029353135
381,8/23/2016,PMEA,324,9097.4,4902.1,55.25,0,38.4, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.404154072,0.00608587,0.012777444
382,8/23/2016,POCS,325,9130.1,4785.9,141.76,0,66.5, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.700201852,0.015653445,0.064058835
383,8/23/2016,PMEA,326,9338.6,4715.3,119.01,0,63.1, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.664617986,0.013131475,0.037360069
385,8/23/2016,POCS,328,10089.2,5553.2,4.65,0,9.4, ,0,OCC-OAH-005,KN,-99,0,SD, ,0.098771383,0.000506345,0.000785884
384,8/23/2016,PMEA,327,8492.6,5528.1,108.09,0,77.1, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.812162134,0.01190998,0.024455106
401,8/23/2016,PMEA,344,11190.6,7163.6,71.39,0,55.1, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.579607008,0.00786085,0.013520029
402,8/23/2016,PMEA,345,10878.1,7052.3,64.69,0,48.5, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.510295349,0.00712436,0.01313105
403,8/23/2016,PMEA,346,10736.2,7029.9,161.9,0,73.4, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.773674087,0.017877645,0.029670078
404,8/23/2016,PMEA,347,10875.3,6146.2,226.05,0,99.7, ,0,OCC-OAH-005,BR,-99,0,SD, ,1.049679143,0.02496073,0.049840808
405,8/23/2016,PMEA,348,11766.8,5839.6,195.25,0,79.5, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.836992373,0.021565835,0.04739133
406,8/23/2016,PMEA,349,12057.9,6482.2,66.09,0,45.5, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.479649763,0.00728374,0.012602351
408,8/23/2016,PMEA,351,11213.1,4782.6,333.67,0,112.9, ,0,OCC-OAH-005,BR,-99,0,SD, ,1.189036453,0.03687687,0.066320829
407,8/23/2016,PMEA,350,12110.3,5248.4,47.88,0,32, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.33659678,0.00527716,0.007613932
216,8/23/2016,POSP,181,9054.6,3663.5,1.4,0,5.3, ,0,OCC-OAH-005,EM,1,0,SD, ,0.055493418,0.00014812,0.000187606
151,8/23/2016,POSP,123,9476.1,4150.2,601.83,0,295, ,0,OCC-OAH-005,MD,1,0,SD, ,3.10835334,0.06659348,0.090079298
17,8/23/2016,MPAT,17,7667.2,10610.2,397.41,0,133.9, ,0,OCC-OAH-005,EM,7,0,SD, ,1.411696245,0.043954075,0.049340617
228,8/23/2016,MPAT,119,14982.9,5872,1761.92,0,1124.3, ,0,OCC-OAH-005,EM,8,0,SD, ,11.84775264,0.19505425,0.335345213
215,8/23/2016,POSP,180,9329.1,4375.7,621.28,0,206, ,0,OCC-OAH-005,MD,1,0,SD, ,2.17081761,0.06870596,0.161907729
214,8/23/2016,MPAT,179,8926.6,4037.7,25.54,0,35.5, ,0,OCC-OAH-005,EM,1,0,SD, ,0.374354138,0.00279663,0.006620577
221,8/23/2016,MPAT,179,8886.4,3929.6,112.29,0,74.7, ,0,OCC-OAH-005,EM,1,0,SD, ,0.788061641,0.012383355,0.018946953
219,8/23/2016,MPAT,183,8924.7,4126.4,4.42,0,15.5, ,0,OCC-OAH-005,EM,1,0,SD, ,0.16391442,0.00047434,0.000549192
229,8/23/2016,MPAT,127,9100.5,4069.8,12.5,0,19.1, ,0,OCC-OAH-005,EM,1,0,SD, ,0.2005371,0.00136632,0.003333391
230,8/23/2016,MPAT,190,9398.5,3772.6,74.13,0,52.9, ,0,OCC-OAH-005,EM,1,0,SD, ,0.557595887,0.008165485,0.013848702
218,8/23/2016,POSP,182,9344.7,4003.6,534.33,0,213.4, ,0,OCC-OAH-005,MD,1,0,SD, ,2.248416767,0.059070725,0.078755641
231,8/23/2016,POSP,37,9074.9,3678.1,54.46,0,62.1, ,0,OCC-OAH-005,EM,1,0,SD, ,0.654819492,0.005977735,0.010930306
232,8/23/2016,POSP,191,9166.1,3648.7,3.92,0,7.7, ,0,OCC-OAH-005,EM,1,0,SD, ,0.081180623,0.00042613,0.000481706
233,8/23/2016,MOSP,192,8958.8,3796.4,137.15,0,82.6, ,0,OCC-OAH-005,EM,1,0,SD, ,0.869916546,0.01514405,0.020069419
212,8/23/2016,POSP,37,8842.9,3563.1,945.39,0,461.3, ,0,OCC-OAH-005,MD,1,0,SD, ,4.859743975,0.104633515,0.146940326
217,8/23/2016,MPAT,82,9865.3,3504,251.06,0,173.1, ,0,OCC-OAH-005,EM,5,0,SD, ,1.823968696,0.027721245,0.036342976
102,8/23/2016,MPAT,82,9890.9,3214.1,2107.49,0,770.3, ,0,OCC-OAH-005,EM,5,0,SD, ,8.1174198,0.233499025,0.29301499
234,8/23/2016,MPAT,193,9504.2,3290.2,26.29,0,33.2, ,0,OCC-OAH-005,EM,5,0,SD, ,0.35034442,0.00287924,0.003871816
235,8/23/2016,MPAT,194,10015.6,3028.1,2.76,0,6.3, ,0,OCC-OAH-005,EM,5,0,SD, ,0.066750926,0.00029853,0.00031281
236,8/23/2016,MPAT,195,9945.3,3009.2,1.87,0,6.2, ,0,OCC-OAH-005,EM,5,0,SD, ,0.065874153,0.0001992,0.000266736
239,8/23/2016,POSP,180,9286.8,4539.4,71.23,0,40.4, ,0,OCC-OAH-005,MD,1,0,SD, ,0.426531211,0.007855375,0.022761637
227,8/23/2016,PMEA,189,5895.2,8726.4,41.39,0,30.9, ,0,OCC-OAH-005,BR,0,0,SD, ,0.325522081,0.00455639,0.006548478
224,8/23/2016,POSP,20,5833.7,9411.7,251.72,0,120.2, ,0,OCC-OAH-005,MD,0,0,SD, ,1.266692475,0.027797405,0.053269942
241,8/23/2016,POSP,20,5905.2,9516,101.5,0,50.9, ,0,OCC-OAH-005,MD,0,0,SD, ,0.536682312,0.011201355,0.022130483
242,8/23/2016,POSP,199,7105.9,10677.6,12.49,0,24.9, ,0,OCC-OAH-005,EM,7,0,SD, ,0.262668252,0.001358445,0.005994164
245,8/23/2016,POSP,202,7052.6,10749.6,4.55,0,13, ,0,OCC-OAH-005,EM,7,0,SD, ,0.136990712,0.000491005,0.001904348
199,8/23/2016,MCAP,92,9769.3,9811,3.88,0,8.8, ,0,OCC-OAH-005,EM,6,0,SD, ,0.092725727,0.00041962,0.000479931
62,8/23/2016,MCAP,50,10223.8,1321.7,26.4,0,32.3, ,0,OCC-OAH-005,EM,2,0,SD, ,0.340085125,0.002893425,0.004472697
270,8/23/2016,PLOB,224,10177.3,1367.5,116.33,0,54.1, ,0,OCC-OAH-005,MD,2,0,SD, ,0.569223888,0.012839555,0.027511003
271,8/23/2016,POSP,225,12074.6,7315.5,72.96,0,46.6, ,0,OCC-OAH-005,MD,3,0,SD, ,0.490363525,0.008041965,0.019541126
273,8/23/2016,MPAT,227,14861.4,5283.6,3.08,0,6.8, ,0,OCC-OAH-005,EM,8,0,SD, ,0.071481164,0.00033282,0.000379221
281,8/23/2016,MPAT,235,14794.8,5237.2,24.99,0,31.9, ,0,OCC-OAH-005,EM,8,0,SD, ,0.336391514,0.002737915,0.003301192
282,8/23/2016,MPAT,236,14708.8,5231.8,12.5,0,19.7, ,0,OCC-OAH-005,EM,8,0,SD, ,0.207636009,0.00136342,0.001758236
285,8/23/2016,MPAT,239,14787.9,5639.6,59.06,0,56.3, ,0,OCC-OAH-005,EM,8,0,SD, ,0.592987831,0.00649311,0.0094171
266,8/23/2016,POSP,221,9711.4,3549.8,206.64,0,127.5, ,0,OCC-OAH-005,MD,5,0,SD, ,1.343601957,0.022812535,0.040158968
268,8/23/2016,MPAT,193,9560.6,3416.9,266.08,0,156.3, ,0,OCC-OAH-005,EM,5,0,SD, ,1.647779365,0.02935568,0.0426506
220,8/23/2016,PLOB,184,10416.1,2941.7,15.82,0,17.6, ,0,OCC-OAH-005,EM,5,0,SD, ,0.185696744,0.00173595,0.001920368
264,8/23/2016,PLOB,220,10351.5,2860.9,16.47,0,18.4, ,0,OCC-OAH-005,EM,5,0,SD, ,0.19304607,0.001807595,0.002738114
265,8/23/2016,PLOB,220,10313.8,2842.8,11,0,13.6, ,0,OCC-OAH-005,EM,5,0,SD, ,0.143393373,0.00120564,0.002046838
290,8/23/2016,MPAT,39,10372.9,2949.6,41.87,0,48, ,0,OCC-OAH-005,EM,5,0,SD, ,0.50575227,0.004602075,0.005490736
292,8/23/2016,MPAT,39,10299.8,2835.4,314.12,0,186.4, ,0,OCC-OAH-005,EM,5,0,SD, ,1.965341109,0.03465857,0.043294016
46,8/23/2016,MPAT,39,9962.1,2650.9,1363.78,0,567.5, ,0,OCC-OAH-005,EM,5,0,SD, ,5.979054825,0.15083683,0.233150583
213,8/23/2016,PLOB,178,9642.6,2908.5,404.64,0,137, ,0,OCC-OAH-005,MD,5,0,SD, ,1.443536502,0.044735405,0.060922449
254,8/23/2016,PMEA,211,8198.2,6694,63.59,0,36.3, ,0,OCC-OAH-005,BR,-99,0,SD, ,0.381954129,0.007013535,0.011037162
248,8/23/2016,PLOB,205,9769.7,9346,2347.03,0,613.2, ,0,OCC-OAH-005,MD,6,0,SD, ,6.461179666,0.260135525,0.338432856
22,10/4/2018,PLUT,27,6104.1,8803.7,104.31,0,58.8, ,0,OCC-OAH-005,MD,0,1,SD, ,0.621429938,0.011603155,0.021543194
23,10/4/2018,PLUT,23,5847.4,8904.4,16.98,0,18.5, ,0,OCC-OAH-005,MD,0,1,SD, ,0.196245382,0.00188069,0.004974171
24,10/4/2018,PLUT,22,5854.2,8855.1,29.72,0,25.1, ,0,OCC-OAH-005,MD,0,1,SD, ,0.265494604,0.003297835,0.004499446
25,10/4/2018,PLOB,19,6327.5,9050.3,6.3,0,10.7, ,0,OCC-OAH-005,MD,0,1,SD, ,0.113001342,0.00069261,0.001386866
20,10/4/2018,PLOB,19,6180.1,8886.5,10.5,0,15.7, ,0,OCC-OAH-005,EM,0,1,SD, ,0.166294374,0.00115754,0.006240238
36,10/4/2018,PLOB,34,8753.2,3221.5,231.14,0,121.7, ,0,OCC-OAH-005,MD,1,1,SD, ,1.288384635,0.025733285,0.057939923
45,10/4/2018,MPAT,33,8705.8,3129.5,12.53,0,17.1, ,0,OCC-OAH-005,EM,1,1,SD, ,0.180360836,0.00138278,0.001718134
37,10/4/2018,MPAT,33,8760.3,3127.9,7.18,0,14.6, ,0,OCC-OAH-005,EM,1,1,SD, ,0.153974702,0.00078708,0.000916832
40,10/4/2018,MPAT,33,8812.1,3093.9,18.31,0,27.5, ,0,OCC-OAH-005,EM,1,1,SD, ,0.291355899,0.00202043,0.00275052
39,10/4/2018,MCAP,142,8812.8,3030.7,32.31,0,41.4, ,0,OCC-OAH-005,EM,1,1,SD, ,0.43813082,0.003573305,0.004511771
38,10/4/2018,MPAT,33,8742.2,3032.4,39.94,0,47.8, ,0,OCC-OAH-005,EM,1,1,SD, ,0.505780042,0.00441783,0.007207379
41,10/4/2018,MPAT,33,8785.6,2945.5,26.51,0,41.5, ,0,OCC-OAH-005,EM,1,1,SD, ,0.439041267,0.00293076,0.004571931
34,10/4/2018,POSP,369,8712.8,3054.9,17.13,0,16, ,0,OCC-OAH-005,MD,1,1,SD, ,0.169053359,0.00189888,0.004486949
28,10/4/2018,PLUT,32,8907.7,2845.1,226.21,0,68, ,0,OCC-OAH-005,MD,1,1,SD, ,0.718425127,0.02522369,0.042431977
42,10/4/2018,MPAT,33,8878.1,3204.2,33.74,0,41.1, ,0,OCC-OAH-005,EM,1,1,SD, ,0.43498552,0.003730265,0.004720685
43,10/4/2018,MPAT,33,8956.2,3222.7,5.36,0,13.3, ,0,OCC-OAH-005,EM,1,1,SD, ,0.140714248,0.0005867,0.000741017
33,10/4/2018,PLUT,31,9042,3199.7,160.39,0,68.8, ,0,OCC-OAH-005,MD,1,1,SD, ,0.728758231,0.017869715,0.046981107
46,10/4/2018,MPAT,33,8886.1,3062.3,5.2,0,10.6, ,0,OCC-OAH-005,EM,1,1,SD, ,0.112679833,0.00057169,0.000755699
44,10/4/2018,MPAT,33,8942.4,3091.2,43.57,0,50.8, ,0,OCC-OAH-005,EM,1,1,SD, ,0.53762104,0.00482254,0.019340345
31,10/4/2018,PMEA,29,9157.2,3088.7,139.19,0,83.3, ,0,OCC-OAH-005,BR,1,1,SD, ,0.880357395,0.01548194,0.068007333
29,10/4/2018,POSP,30,9308,3069.5,382.93,0,90.4, ,0,OCC-OAH-005,MD,1,1,SD, ,0.956445013,0.04274698,0.087582938
30,10/4/2018,PLUT,49,10525.1,1069,703.1,0,206.5, ,0,OCC-OAH-005,MD,2,1,SD, ,2.185238671,0.07852844,0.141921317
58,10/4/2018,MCAP,40,10463.3,1415.1,96,0,60.1, ,0,OCC-OAH-005,EM,2,1,SD, ,0.63529517,0.010677265,0.022889987
59,10/4/2018,PLOB,45,10312.4,1660.5,168.51,0,78.4, ,0,OCC-OAH-005,MD,2,1,SD, ,0.829486437,0.018766445,0.05620625
50,10/4/2018,PLOB,46,10076.3,1542,16.74,0,16.2, ,0,OCC-OAH-005,MD,2,1,SD, ,0.171871578,0.001856475,0.003297843
61,10/4/2018,PLOB,224,10200.9,1336.1,99.24,0,55.1, ,0,OCC-OAH-005,MD,2,1,SD, ,0.58366007,0.011046645,0.024482434
52,10/4/2018,MCAP,50,10243.5,1235.4,18.94,0,20.7, ,0,OCC-OAH-005,EM,2,1,SD, ,0.219004701,0.002096225,0.005260415
53,10/4/2018,PLOB,51,10219.5,1198,36.81,0,27.8, ,0,OCC-OAH-005,MD,2,1,SD, ,0.29391639,0.00408996,0.006250467
62,10/4/2018,PLOB,51,10258.7,1202.1,2.91,0,7, ,0,OCC-OAH-005,EM,2,1,SD, ,0.073955901,0.000318015,0.00175817
54,10/4/2018,PLOB,52,10272.8,1149.6,19.09,0,17.9, ,0,OCC-OAH-005,MD,2,1,SD, ,0.189039977,0.002116735,0.004229246
55,10/4/2018,PLOB,52,10250.4,1109.8,5.03,0,13.5, ,0,OCC-OAH-005,EM,2,1,SD, ,0.142795614,0.000549655,0.001666284
56,10/4/2018,PLOB,52,10253.6,1071.6,11.93,0,19, ,0,OCC-OAH-005,EM,2,1,SD, ,0.200386912,0.001315315,0.003386086
63,10/4/2018,PLOB,52,10269.5,1027.2,10.46,0,13, ,0,OCC-OAH-005,MD,2,1,SD, ,0.136933623,0.001156535,0.00157648
47,10/4/2018,PLOB,42,10577.3,1716.6,455.64,0,194.2, ,0,OCC-OAH-005,MD,2,1,SD, ,2.053996172,0.050839715,0.074296
73,10/4/2018,MPAT,59,12302.8,7311.7,187.15,0,150.8, ,0,OCC-OAH-005,EM,3,1,SD, ,1.59628121,0.02085064,0.054908671
65,10/4/2018,PLUT,57,12433.6,7185.4,142.15,0,55.2, ,0,OCC-OAH-005,MD,3,1,SD, ,0.583984111,0.01583891,0.043761107
74,10/4/2018,MPAT,60,12480.2,7119.1,179.43,0,159.6, ,0,OCC-OAH-005,EM,3,1,SD, ,1.688390324,0.019905855,0.054952392
69,10/4/2018,POSP,61,12356.5,6984.9,9.94,0,14.1, ,0,OCC-OAH-005,EM,3,1,SD, ,0.149457632,0.001095225,0.001234464
70,10/4/2018,POSP,61,12507.7,7010.6,367.77,0,193, ,0,OCC-OAH-005,MD,3,1,SD, ,2.043197284,0.040985345,0.068089471
67,10/4/2018,PMEA,62,12663.8,6904.7,298.03,0,100.9, ,0,OCC-OAH-005,BR,3,1,SD, ,1.066689151,0.033223725,0.059759605
72,10/4/2018,MPAT,371,12277.2,6984.8,117.66,0,107.2, ,0,OCC-OAH-005,EM,3,1,SD, ,1.135223344,0.01306866,0.016159935
71,10/4/2018,POSP,61,12415.1,6834.7,35.06,0,41.4, ,0,OCC-OAH-005,MD,3,1,SD, ,0.437547049,0.003881005,0.013536841
64,10/4/2018,POSP,68,12388.1,6703.3,339,0,127.3, ,0,OCC-OAH-005,MD,3,1,SD, ,1.346911754,0.037804905,0.077336349
76,10/4/2018,MPAT,74,11794.8,3792.5,265.96,0,183.9, ,0,OCC-OAH-005,EM,4,1,SD, ,1.946488609,0.02965818,0.048045339
77,10/4/2018,PMEA,69,11980,3651,334.25,0,104.9, ,0,OCC-OAH-005,BR,4,1,SD, ,1.109396385,0.037279815,0.107419365
75,10/4/2018,PMEA,71,12392.1,3769.4,484.85,0,114.4, ,0,OCC-OAH-005,BR,4,1,SD, ,1.209720778,0.054099905,0.14480659
78,10/4/2018,PLOB,76,12026.6,3494.2,5.85,0,15.7, ,0,OCC-OAH-005,EM,4,1,SD, ,0.165520903,0.00063887,0.006587375
79,10/4/2018,MCAP,77,11988.2,3447.2,19.34,0,26.2, ,0,OCC-OAH-005,EM,4,1,SD, ,0.276910732,0.002137225,0.003062886
80,10/4/2018,MPAT,79,11959.1,3309,139.48,0,83.7, ,0,OCC-OAH-005,EM,4,1,SD, ,0.884507793,0.015510425,0.086800136
83,10/4/2018,PLOB,87,10177,3224,30.47,0,22.4, ,0,OCC-OAH-005,MD,5,1,SD, ,0.237381019,0.00338516,0.01147713
92,10/4/2018,MPAT,97,10153.8,9406.3,95.78,0,119, ,0,OCC-OAH-005,EM,6,1,SD, ,1.259111114,0.010601375,0.02444235
91,10/4/2018,MCAP,98,10217.2,9437.2,113.86,0,82.9, ,0,OCC-OAH-005,EM,6,1,SD, ,0.876633113,0.01267233,0.015758398
102,10/4/2018,MCAP,135,10204.1,9560.7,39.51,0,47.8, ,0,OCC-OAH-005,EM,6,1,SD, ,0.505475783,0.004387925,0.005302057
99,10/4/2018,MPAT,96,10060.4,9515.8,12.73,0,17.3, ,0,OCC-OAH-005,EM,6,1,SD, ,0.183130808,0.00140677,0.001478015
106,10/4/2018,MCAP,135,10096.9,9511,19.5,0,21, ,0,OCC-OAH-005,EM,6,1,SD, ,0.222171787,0.002159955,0.002566337
101,10/4/2018,MCAP,135,10151.5,9536.2,47.3,0,33.2, ,0,OCC-OAH-005,EM,6,1,SD, ,0.351302773,0.005254285,0.006590925
97,10/4/2018,MCAP,135,10129.3,9609.8,10.19,0,12.8, ,0,OCC-OAH-005,EM,6,1,SD, ,0.135701228,0.001125725,0.001365116
107,10/4/2018,MCAP,135,10157.8,9621.2,4.15,0,8.9, ,0,OCC-OAH-005,EM,6,1,SD, ,0.094253797,0.00045415,0.000728344
96,10/4/2018,MCAP,99,10083.4,9646.8,103.23,0,85.2, ,0,OCC-OAH-005,EM,6,1,SD, ,0.902263572,0.01148175,0.014645596
98,10/4/2018,MPAT,96,10040.2,9591.6,9.17,0,19.6, ,0,OCC-OAH-005,EM,6,1,SD, ,0.207440247,0.00100638,0.001139475
100,10/4/2018,MPAT,137,9954.2,9574.9,45.07,0,86.2, ,0,OCC-OAH-005,EM,6,1,SD, ,0.912935152,0.004999645,0.010481524
84,10/4/2018,POSP,93,9849.9,9673.6,95.57,0,64.4, ,0,OCC-OAH-005,MD,6,1,SD, ,0.681689175,0.01064155,0.012726676
105,10/4/2018,MPAT,139,9926.2,9708.1,12.91,0,23.9, ,0,OCC-OAH-005,EM,6,1,SD, ,0.253074267,0.001427875,0.001865229
104,10/4/2018,MPAT,139,9956,9647.5,28.13,0,46, ,0,OCC-OAH-005,EM,6,1,SD, ,0.486443254,0.003101415,0.004156762
88,10/4/2018,MCAP,92,9746.2,9709.7,12.62,0,14.5, ,0,OCC-OAH-005,EM,6,1,SD, ,0.152919145,0.001396275,0.002906992
87,10/4/2018,MCAP,92,9729.3,9755.5,9.56,0,12.3, ,0,OCC-OAH-005,EM,6,1,SD, ,0.129956639,0.00105697,0.001221564
86,10/4/2018,MCAP,92,9825.5,9783.6,199.02,0,65, ,0,OCC-OAH-005,EM,6,1,SD, ,0.686577983,0.022187885,0.025884397
103,10/4/2018,MCAP,91,10232.1,9966,45.57,0,53.1, ,0,OCC-OAH-005,EM,6,1,SD, ,0.562003122,0.00504788,0.00711393
94,10/4/2018,MPAT,372,10105.9,9731,16.62,0,35.7, ,0,OCC-OAH-005,EM,6,1,SD, ,0.377304695,0.00182917,0.002473401
95,10/4/2018,MCAP,94,10177.1,9799.2,130.69,0,69.6, ,0,OCC-OAH-005,EM,6,1,SD, ,0.736094155,0.014543945,0.029698542
93,10/4/2018,MPAT,95,10283.7,9683.9,408.02,0,184.4, ,0,OCC-OAH-005,EM,6,1,SD, ,1.951732418,0.04550577,0.09977113
85,10/4/2018,POCS,88,10409.7,9701.6,379.64,0,106.5, ,0,OCC-OAH-005,BR,6,1,SD, ,1.12620357,0.042340985,0.133059225
108,10/4/2018,PMEA,143,7373,10694,26.31,0,24.9, ,0,OCC-OAH-005,BR,7,1,SD, ,0.263742655,0.002918125,0.005426377
109,10/4/2018,PMEA,100,7025.2,10813.4,199.89,0,67, ,0,OCC-OAH-005,BR,-99,1,SD, ,0.708953636,0.022282955,0.084131418
110,10/4/2018,MPAT,101,7177.8,10541.1,448.27,0,147.5, ,0,OCC-OAH-005,EM,7,1,SD, ,1.560670426,0.049990595,0.070551384
123,10/4/2018,MPAT,104,7252.7,10848.9,225.2,0,120.8, ,0,OCC-OAH-005,EM,7,1,SD, ,1.278503913,0.025071115,0.048562183
113,10/4/2018,MPAT,109,7294,10731.8,36.31,0,36.8, ,0,OCC-OAH-005,EM,7,1,SD, ,0.389264903,0.004024685,0.009983158
114,10/4/2018,MPAT,114,7356.1,10799.9,24.36,0,50.5, ,0,OCC-OAH-005,EM,7,1,SD, ,0.534781431,0.0026755,0.004395793
119,10/4/2018,POSP,102,7219.7,10717.1,5.15,0,9.8, ,0,OCC-OAH-005,EM,7,1,SD, ,0.104066221,0.000566515,0.001250788
118,10/4/2018,POSP,102,7210.3,10699.1,3.77,0,7.6, ,0,OCC-OAH-005,EM,7,1,SD, ,0.079861055,0.00041396,0.000610582
120,10/4/2018,POSP,102,7241.4,10689.9,13.33,0,19.5, ,0,OCC-OAH-005,MD,7,1,SD, ,0.20638321,0.00147058,0.003550934
122,10/4/2018,POSP,102,7187.1,10660.7,1.61,0,4.9, ,0,OCC-OAH-005,EM,7,1,SD, ,0.051701135,0.00017416,0.000247146
121,10/4/2018,POSP,199,7116.1,10623.1,4.31,0,9.1, ,0,OCC-OAH-005,EM,7,1,SD, ,0.096701417,0.00047314,0.000911476
124,10/4/2018,MPAT,101,7249.4,10660.4,2.06,0,5.9, ,0,OCC-OAH-005,EM,7,1,SD, ,0.06258685,0.000223425,0.000472351
111,10/4/2018,MPAT,101,7249,10634.4,6.71,0,14.5, ,0,OCC-OAH-005,EM,7,1,SD, ,0.153465821,0.0007392,0.000862308
112,10/4/2018,MPAT,110,7298.3,10644.5,35.87,0,39.7, ,0,OCC-OAH-005,EM,7,1,SD, ,0.420795796,0.003994685,0.004497759
117,10/4/2018,MPAT,111,7438.9,10791.9,29.73,0,30.5, ,0,OCC-OAH-005,EM,7,1,SD, ,0.322245501,0.003294265,0.004783275
116,10/4/2018,MPAT,111,7485.1,10745.9,43.35,0,28.9, ,0,OCC-OAH-005,EM,7,1,SD, ,0.305711884,0.00482,0.005666573
115,10/4/2018,MPAT,373,7451.1,10686.7,8.66,0,13.2, ,0,OCC-OAH-005,EM,7,1,SD, ,0.139960685,0.00095434,0.001310701
139,10/4/2018,MCAP,375,14954.9,5004.9,8.86,0,14, ,0,OCC-OAH-005,EM,8,1,SD, ,0.148151333,0.00097689,0.005536598
136,10/4/2018,MPAT,481,14920,5005.2,10.3,0,17.3, ,0,OCC-OAH-005,EM,8,1,SD, ,0.183627133,0.00113415,0.001280485
135,10/4/2018,MPAT,374,14915,5103.9,9.82,0,16.7, ,0,OCC-OAH-005,EM,8,1,SD, ,0.176228605,0.0010805,0.003677692
133,10/4/2018,MPAT,235,14825.6,5130.2,6.82,0,12.1, ,0,OCC-OAH-005,EM,8,1,SD, ,0.127852127,0.00075015,0.001033459
134,10/4/2018,MPAT,235,14777,5186.9,12.62,0,25.7, ,0,OCC-OAH-005,EM,8,1,SD, ,0.271927957,0.00138961,0.001865455
137,10/4/2018,MPAT,376,14722.4,5337,12.45,0,30.1, ,0,OCC-OAH-005,EM,8,1,SD, ,0.318489495,0.001379825,0.003280698
126,10/4/2018,POSP,117,14845,5363.6,124.22,0,70.3, ,0,OCC-OAH-005,MD,8,1,SD, ,0.744952432,0.01382912,0.022152203
127,10/4/2018,POSP,117,14928.2,5418.2,15.02,0,22.1, ,0,OCC-OAH-005,MD,8,1,SD, ,0.232695179,0.001657795,0.00855235
138,10/4/2018,MPAT,120,14865.4,5467.1,29.19,0,50, ,0,OCC-OAH-005,EM,8,1,SD, ,0.528975136,0.00321968,0.025844538
125,10/4/2018,PMEA,115,15066.4,5428.4,340.01,0,131.4, ,0,OCC-OAH-005,BR,8,1,SD, ,1.390341301,0.037933005,0.161988939
128,10/4/2018,POSP,117,14955,5289.7,11.38,0,13, ,0,OCC-OAH-005,MD,8,1,SD, ,0.137796914,0.001260065,0.001388937
129,10/4/2018,PLOB,116,15068.3,5329.8,93.47,0,57, ,0,OCC-OAH-005,MD,8,1,SD, ,0.602183622,0.0103949,0.041934338
130,10/4/2018,MPAT,119,15196.1,5443.7,167.5,0,109.5, ,0,OCC-OAH-005,EM,8,1,SD, ,1.157570598,0.018626435,0.073184008
132,10/4/2018,MPAT,118,15193.2,5243,59.01,0,65, ,0,OCC-OAH-005,EM,8,1,SD, ,0.688093059,0.0065339,0.009637814
131,10/4/2018,MPAT,118,15325.4,5197.5,105.94,0,96.5, ,0,OCC-OAH-005,EM,8,1,SD, ,1.020310852,0.011750265,0.026152155
