"uniqueID","Site_Genet","Site","Island","Genus_Code","StartingDate","EndingDate","StartingPerim","EndingPerim","StartingSize","EndingSize","N_t0","N_t1"
"LIS005_1609-1908_MOSP_02189","LIS_OCC_005_02189","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,36.7248151986,31.0401918788,72.9567497986,46.1313501936,1,1
"LIS005_1309-1609_MOSP_02189","LIS_OCC_005_02189","OCC-LIS-005","OCC","MOSP",2013-09-12,2016-09-18,0,36.7248151986,0,72.9567497986,1,1
"LIS005_1609-1908_POSP_02158","LIS_OCC_005_02158","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,46.6762946969,70.0616284383,109.846899885,283.729598863,1,1
"LIS005_1609-1908_MOSP_02190","LIS_OCC_005_02190","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,55.53865348108,117.9658889914,107.78929996101,215.36459951752,2,2
"LIS005_1309-1609_MOSP_02191","LIS_OCC_005_02191","OCC-LIS-005","OCC","MOSP",2013-09-12,2016-09-18,0,9.2471378507,0,5.24839994723,1,1
"LIS005_1609-1908_MOSP_02070","LIS_OCC_005_02070","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,46.9119864794,0,132.536600008,0,1,1
"LIS005_1609-1908_MOSP_02104","LIS_OCC_005_02104","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,43.2217930447,77.7160689098,90.830500215,278.93599972,1,1
"LIS005_1609-1908_MOSP_02100","LIS_OCC_005_02100","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,22.7715830118,51.8400193077,35.0254503419,135.28424968,1,1
"LIS005_1609-1908_MOSP_02080","LIS_OCC_005_02080","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,25.8775226867,32.4495230933,40.006949866,55.6882004451,1,1
"LIS005_1609-1908_POSP_02140","LIS_OCC_005_02140","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,70.6439125588,75.404485671,143.6526996409,215.058400305,2,1
"LIS005_1609-1908_POSP_02145","LIS_OCC_005_02145","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,277.1544215338,285.5778118343,533.45974762586,1027.4219001474,10,3
"LIS005_1609-1908_POSP_02146","LIS_OCC_005_02146","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,51.8937691806,64.6844948295,83.4462003257,104.5062998012,1,2
"LIS005_1609-1908_POSP_02192","LIS_OCC_005_02192","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,14.2896129548,0,10.1103004183,0,1,1
"LIS005_1309-1609_POSP_02192","LIS_OCC_005_02192","OCC-LIS-005","OCC","POSP",2013-09-12,2016-09-18,0,14.2896129548,0,10.1103004183,1,1
"LIS005_1609-1908_POSP_02141","LIS_OCC_005_02141","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,44.8229636542,60.1360209809,87.2573002173,127.634350649,1,1
"LIS005_1609-1908_POSP_02143","LIS_OCC_005_02143","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,371.3921675402,440.8736934188,1096.7550919738,1067.7699781692,4,7
"LIS005_1609-1908_POSP_02142","LIS_OCC_005_02142","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,30.2150821023,52.901333682,22.4570996661,45.9104000907,2,2
"LIS005_1609-1908_POSP_02144","LIS_OCC_005_02144","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,200.8985600155,301.606093981,690.452941497,972.086813226,2,1
"LIS005_1609-1908_POSP_02193","LIS_OCC_005_02193","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,22.4880818104,55.7795078655,32.6553499798,84.2101501936,1,1
"LIS005_1309-1609_POSP_02193","LIS_OCC_005_02193","OCC-LIS-005","OCC","POSP",2013-09-12,2016-09-18,0,22.4880818104,0,32.6553499798,1,1
"LIS005_1609-1908_POSP_02152","LIS_OCC_005_02152","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,10.0655109786,15.3086550606,6.79095002898,14.9173503246,1,1
"LIS005_1609-1908_POSP_02151","LIS_OCC_005_02151","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,41.4043839799,0,51.3718996678,0,1,1
"LIS005_1609-1908_POSP_02150","LIS_OCC_005_02150","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,76.1857501066,68.3900151545,110.5475500811,89.1808496361,2,1
"LIS005_1609-1908_POSP_02147","LIS_OCC_005_02147","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,41.9589159017,45.3745363092,69.576050326,116.788749925,1,1
"LIS005_1609-1908_POSP_02148","LIS_OCC_005_02148","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,13.71920706839,18.86140597888,5.9796000437,11.5147502488,2,2
"LIS005_1309-1609_MOSP_02194","LIS_OCC_005_02194","OCC-LIS-005","OCC","MOSP",2013-09-12,2016-09-18,0,9.0293259966,0,4.86505010971,1,1
"LIS005_1609-1908_POSP_02195","LIS_OCC_005_02195","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,10.5026525001,0,5.94025026214,0,1,1
"LIS005_1309-1609_POSP_02195","LIS_OCC_005_02195","OCC-LIS-005","OCC","POSP",2013-09-12,2016-09-18,0,10.5026525001,0,5.94025026214,1,1
"LIS005_1609-1908_MOSP_02097","LIS_OCC_005_02097","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,14.7984967092,11.1529671363,7.84814976293,6.4829998985,1,1
"LIS005_1609-1908_MOSP_02124","LIS_OCC_005_02124","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,19.4264992731,15.7227825493,24.1431004512,17.4499002592,1,1
"LIS005_1609-1908_MOSP_02119","LIS_OCC_005_02119","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,25.6401937819,37.2080650309,17.0115497927,59.5686497775,1,1
"LIS005_1609-1908_MOSP_02153","LIS_OCC_005_02153","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,29.0699677445,33.2258503656,53.4673499922,58.4967001914,1,1
"LIS005_1609-1908_MOSP_02154","LIS_OCC_005_02154","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,22.3028602689,30.2624324801,28.0554004102,46.938999729,1,1
"LIS005_1609-1908_POSP_02156","LIS_OCC_005_02156","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,98.4163741782,40.506130355,312.078944363,63.9269998871,1,1
"LIS005_1609-1908_MOSP_02065","LIS_OCC_005_02065","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,37.7588158411,0,89.1265996495,0,1,1
"LIS005_1609-1908_MOSP_02066","LIS_OCC_005_02066","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,18.3363336461,0,6.31579988588,0,1,1
"LIS005_1609-1908_MOSP_02196","LIS_OCC_005_02196","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,14.1148317665,0,6.2940999312,1,1
"LIS005_1609-1908_MOSP_02197","LIS_OCC_005_02197","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.250553797,0,4.18664996563,1,1
"LIS005_1609-1908_POSP_02198","LIS_OCC_005_02198","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,7.82178873212,0,4.24625009051,1,1
"LIS005_1609-1908_MOSP_02199","LIS_OCC_005_02199","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,13.544581982,0,11.6533499428,1,1
"LIS005_1609-1908_MOSP_02200","LIS_OCC_005_02200","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.7816538011,0,13.0516500755,1,1
"LIS005_1609-1908_MOSP_02201","LIS_OCC_005_02201","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,11.0462533302,0,6.37089992639,1,1
"LIS005_1609-1908_MOSP_02202","LIS_OCC_005_02202","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,13.2496764757,0,13.2420000966,1,1
"LIS005_1609-1908_MOSP_02203","LIS_OCC_005_02203","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,24.415261413,0,36.1739995956,1,1
"LIS005_1609-1908_MOSP_02204","LIS_OCC_005_02204","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,17.1992239594,0,18.5933000425,1,1
"LIS005_1609-1908_POSP_02205","LIS_OCC_005_02205","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,10.1978334042,0,5.18220001614,1,1
"LIS005_1609-1908_MOSP_02206","LIS_OCC_005_02206","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,11.5157530587,0,6.85954985226,1,1
"LIS005_1609-1908_MOSP_02207","LIS_OCC_005_02207","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,7.06079176807,0,2.3666499669,1,1
"LIS005_1609-1908_MOSP_02208","LIS_OCC_005_02208","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,5.22401865224,0,1.44339990778,1,1
"LIS005_1609-1908_MOSP_02209","LIS_OCC_005_02209","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.5306630311,0,13.2213998075,1,1
"LIS005_1609-1908_MOSP_02210","LIS_OCC_005_02210","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,28.3411385308,0,28.6622005605,1,1
"LIS005_1609-1908_POSP_02211","LIS_OCC_005_02211","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,28.934093142,0,31.4573996828,1,1
"LIS005_1609-1908_MOSP_02212","LIS_OCC_005_02212","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,14.6639432292,0,12.6425999807,1,1
"LIS005_1609-1908_MOSP_02213","LIS_OCC_005_02213","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,27.8831447328,0,43.6484502905,1,1
"LIS005_1309-1908_POSP_02142","LIS_OCC_005_02142","OCC-LIS-005","OCC","POSP",2013-09-12,2019-08-30,29.5840836138,11.5188237126,28.1315499875,6.5692501489,1,1
"LIS005_1609-1908_POSP_02214","LIS_OCC_005_02214","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,10.931415014,0,7.07989986358,1,1
"LIS005_1609-1908_POSP_02215","LIS_OCC_005_02215","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,31.7057921913,0,49.0606999228,1,1
"LIS005_1609-1908_MOSP_02216","LIS_OCC_005_02216","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,12.4461031707,0,9.00844985674,1,1
"LIS005_1609-1908_MOSP_02217","LIS_OCC_005_02217","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,12.4421294738,0,8.76865004095,1,1
"LIS005_1609-1908_MOSP_02218","LIS_OCC_005_02218","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,26.018634914,0,41.5994999143,1,1
"LIS005_1609-1908_MOSP_02219","LIS_OCC_005_02219","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,25.1396460219,0,36.4823001481,1,1
"LIS005_1609-1908_MOSP_02220","LIS_OCC_005_02220","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,13.8846719014,0,11.8414500684,1,1
"LIS005_1609-1908_MOSP_02221","LIS_OCC_005_02221","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.4443181295,0,13.3169999735,1,1
"LIS005_1609-1908_MOSP_02222","LIS_OCC_005_02222","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.8154062425,0,13.5427998639,1,1
"LIS005_1609-1908_MOSP_02223","LIS_OCC_005_02223","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,29.5899908409,0,48.4741996765,1,1
"LIS005_1609-1908_MOSP_02224","LIS_OCC_005_02224","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,19.5660320344,0,24.7061498719,1,1
"LIS005_1609-1908_MOSP_02225","LIS_OCC_005_02225","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,8.3423554461,0,3.82960006204,1,1
"LIS005_1609-1908_MOSP_02226","LIS_OCC_005_02226","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,15.3983830069,0,16.9491999933,1,1
"LIS005_1609-1908_MOSP_02227","LIS_OCC_005_02227","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,16.8396863168,0,16.7633995959,1,1
"LIS005_1609-1908_MOSP_02228","LIS_OCC_005_02228","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,27.0308217407,0,41.1785501035,1,1
"LIS005_1609-1908_MOSP_02229","LIS_OCC_005_02229","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,31.6207438673,0,31.9647499167,1,1
"LIS005_1609-1908_MOSP_02230","LIS_OCC_005_02230","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,10.6183042691,0,6.72119965407,1,1
"LIS005_1609-1908_MOSP_02231","LIS_OCC_005_02231","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,14.7538143294,0,10.6211500694,1,1
"LIS005_1609-1908_MOSP_02232","LIS_OCC_005_02232","OCC-LIS-005","OCC","MOSP",2016-09-18,2019-08-30,0,16.5752061029,0,12.1475501376,1,1
"LIS005_1609-1908_POSP_02233","LIS_OCC_005_02233","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,13.0659720121,0,9.76355039262,1,1
"LIS005_1609-1908_POSP_02234","LIS_OCC_005_02234","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,10.7303786213,0,5.64734989846,1,1
"LIS005_1609-1908_POSP_02235","LIS_OCC_005_02235","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,11.6664470466,0,8.54055006293,1,1
"LIS005_1609-1908_POSP_02236","LIS_OCC_005_02236","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,6.30918206063,0,2.24649989687,1,1
"LIS005_1609-1908_POSP_02237","LIS_OCC_005_02237","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,10.8089176711,0,6.08474994164,1,1
"LIS005_1609-1908_POSP_02238","LIS_OCC_005_02238","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,10.1020883465,0,5.22705016691,1,1
"LIS005_1609-1908_POSP_02239","LIS_OCC_005_02239","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,6.10887952365,0,2.27050005375,1,1
"LIS005_1609-1908_POSP_02240","LIS_OCC_005_02240","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,6.84962747672,0,2.74044999147,1,1
"LIS005_1609-1908_POSP_02241","LIS_OCC_005_02241","OCC-LIS-005","OCC","POSP",2016-09-18,2019-08-30,0,9.22241669381,0,2.62700006911,1,1
"MAIK01_1407-1507_POCS_02360","MAI_SIO_K01_02360","SIO-MAI-K01","SIO","POCS",2014-07-21,2015-07-10,42.6209493523,57.4460201944,32.0971999869,60.9860323969,1,1
"MAIK01_1407-1507_POCS_02361","MAI_SIO_K01_02361","SIO-MAI-K01","SIO","POCS",2014-07-21,2015-07-10,58.5342521347,47.6858041477,38.6731996309,78.6088342034,1,1
"MAIK01_1407-1507_POSP_02362","MAI_SIO_K01_02362","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,61.0039423182,67.7850927793,63.78805015483,68.7680784671,2,2
"MAIK01_1407-1507_POSP_02363","MAI_SIO_K01_02363","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,40.4472119751,53.3696766806,46.82330036054,58.0546017019,2,2
"MAIK01_1407-1507_POSP_02364","MAI_SIO_K01_02364","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,56.7560430686,83.9328609129,43.5064504205,63.9732398289,2,1
"MAIK01_1407-1507_POSP_02365","MAI_SIO_K01_02365","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,31.6138050553,40.4399759548,57.110050238,73.3489688314,1,1
"MAIK01_1407-1507_POSP_02366","MAI_SIO_K01_02366","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,183.8781794722,214.9379100981,178.0442013927,233.06955742537,6,5
"MAIK01_1407-1507_MOSP_02367","MAI_SIO_K01_02367","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,47.8627769099,34.1579571581,66.2077502101,51.0909367456,1,1
"MAIK01_1407-1507_POSP_02368","MAI_SIO_K01_02368","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,76.7284633108,92.1193348431,70.2610006518,88.3969603072,2,2
"MAIK01_1407-1507_MOSP_02369","MAI_SIO_K01_02369","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,30.6919955369,25.45619878537,23.8436004103,13.94111911641,1,2
"MAIK01_1407-1507_MOSP_02370","MAI_SIO_K01_02370","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,11.2193091194,20.0619980575,8.64524983155,8.3213415097,1,1
"MAIK01_1407-1507_MOSP_02371","MAI_SIO_K01_02371","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,85.5631517005,86.6033810446,66.8980006804,99.124541026,2,1
"MAIK01_1407-1507_POSP_02372","MAI_SIO_K01_02372","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,26.3255303381,36.0323839787,18.3883996588,25.1340620762,1,1
"MAIK01_1407-1507_POSP_02373","MAI_SIO_K01_02373","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,17.8137988138,19.0284499843,14.639299835,15.9210391323,1,1
"MAIK01_1407-1507_POSP_02374","MAI_SIO_K01_02374","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,35.26932912713,41.21144753846,33.88674987436,44.81017125335,3,2
"MAIK01_1407-1507_MOSP_02375","MAI_SIO_K01_02375","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,34.8127565701,38.7677242004,22.0386500685,29.4348042501,1,1
"MAIK01_1407-1507_MOSP_02376","MAI_SIO_K01_02376","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,36.2890768479,33.8185537087,31.3325000908,18.17285578179,1,2
"MAIK01_1407-1507_POCS_02377","MAI_SIO_K01_02377","SIO-MAI-K01","SIO","POCS",2014-07-21,2015-07-10,111.036845615,83.2776907659,174.077650853,176.431667091,1,1
"MAIK01_1407-1507_POSP_02378","MAI_SIO_K01_02378","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,144.44736004196,183.8728293859,199.84604958112,202.11682952788,4,4
"MAIK01_1407-1507_POSP_02379","MAI_SIO_K01_02379","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,22.3671100404,28.036801105,29.207450416,20.5898143023,1,1
"MAIK01_1407-1507_POSP_02380","MAI_SIO_K01_02380","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,29.98426046315,27.9753282855,16.93190887942,19.04800457861,3,3
"MAIK01_1407-1507_POSP_02381","MAI_SIO_K01_02381","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,27.902372874,27.69080290806,16.3408003765,13.06802967579,1,2
"MAIK01_1407-1507_POSP_02382","MAI_SIO_K01_02382","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,11.4488925294,9.2857904484,9.21934997049,6.61521149429,1,1
"MAIK01_1407-1507_POSP_02383","MAI_SIO_K01_02383","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,14.7014846672,16.683669761,12.0481498685,10.689987864,1,1
"MAIK01_1407-1507_POSP_02384","MAI_SIO_K01_02384","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,6.95904772214,7.0931102202,3.38835000028,3.74813044708,1,1
"MAIK01_1407-1507_POSP_02385","MAI_SIO_K01_02385","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,16.3589418639,15.0469203888,13.6236499389,5.65375488799,1,1
"MAIK01_1407-1507_POCS_02386","MAI_SIO_K01_02386","SIO-MAI-K01","SIO","POCS",2014-07-21,2015-07-10,86.0364889904,67.3605593693,131.12509979,154.961575221,1,1
"MAIK01_1407-1507_MOSP_02387","MAI_SIO_K01_02387","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,10.8111629279,12.5832184437,8.07114997527,9.42490235606,1,1
"MAIK01_1407-1507_MOSP_02388","MAI_SIO_K01_02388","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,595.77329322796,683.3407711129,487.97215031934,632.99672662405,17,16
"MAIK01_1407-1507_MOSP_02389","MAI_SIO_K01_02389","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,8.1980936569,19.1770967192,3.88474974615,10.905439994,1,1
"MAIK01_1407-1507_MOSP_02390","MAI_SIO_K01_02390","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,16.887948861,36.1164035254,8.7657501281,21.0048298176,1,1
"MAIK01_1407-1507_MOSP_02391","MAI_SIO_K01_02391","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,7.49713301755,6.23379214951,3.54274998095,1.72119998097,1,1
"MAIK01_1407-1507_POSP_02392","MAI_SIO_K01_02392","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,19.2145803764,13.9319046989,16.1101501082,12.6434177002,1,1
"MAIK01_1407-1507_MOSP_02393","MAI_SIO_K01_02393","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,7.21392874982,5.61423772994,3.26844972265,1.6380879283,1,1
"MAIK01_1407-1507_POSP_02394","MAI_SIO_K01_02394","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,55.0453952449,70.5088729933,55.9916859379,86.3800378326,2,2
"MAIK01_1407-1507_POSP_02395","MAI_SIO_K01_02395","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,8.64075486985,3.6221171674,5.0405501542,0.72340010481,1,1
"MAIK01_1407-1507_MOSP_02396","MAI_SIO_K01_02396","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,698.48082869078,696.14095978165,628.2522715764,660.41627270177,15,13
"MAIK01_1407-1507_MOSP_02397","MAI_SIO_K01_02397","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,23.558683515,15.5292571825,24.6410999774,10.0206170666,1,1
"MAIK01_1407-1507_MOSP_02398","MAI_SIO_K01_02398","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,13.243595141,0,9.87224985009,0,1,1
"MAIK01_1407-1507_MOSP_02399","MAI_SIO_K01_02399","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,16.4717744257,0,9.93519988115,0,1,1
"MAIK01_1407-1507_MOSP_02400","MAI_SIO_K01_02400","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,23.1262186819,0,18.1842001528,0,1,1
"MAIK01_1407-1507_MOSP_02401","MAI_SIO_K01_02401","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,366.92956947995,329.9574055158,320.37215035193,333.24194283533,14,4
"MAIK01_1407-1507_MOSP_02402","MAI_SIO_K01_02402","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,59.26625045843,94.434761416,42.35710021869,68.95788727226,2,2
"MAIK01_1407-1507_MOSP_02403","MAI_SIO_K01_02403","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,674.93972044884,665.89913053779,454.53642085947,712.56902654649,29,25
"MAIK01_1407-1507_MOSP_02404","MAI_SIO_K01_02404","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,13.4791331307,0,7.28650003897,0,1,1
"MAIK01_1407-1507_MOSP_02405","MAI_SIO_K01_02405","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,208.5404116991,229.10263763114,212.53069938346,217.65437558417,5,5
"MAIK01_1407-1507_MOSP_02406","MAI_SIO_K01_02406","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,14.7152430433,0,13.4134501176,0,1,1
"MAIK01_1407-1507_MOSP_02407","MAI_SIO_K01_02407","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,21.55438789114,45.9819340093,11.48695009975,53.7802114362,2,1
"MAIK01_1407-1507_MOSP_02408","MAI_SIO_K01_02408","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,58.6997738391,59.95344943646,41.87964983661,28.51671047173,2,3
"MAIK01_1407-1507_POSP_02409","MAI_SIO_K01_02409","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,69.5667281668,80.66424185708,73.3224498507,72.60592462799,3,5
"MAIK01_1407-1507_POSP_02410","MAI_SIO_K01_02410","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,143.1944901507,248.2038746842,242.0711005884,355.3742165445,5,3
"MAIK01_1407-1507_POSP_02411","MAI_SIO_K01_02411","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,7.327217909,5.31592210316,3.776600108,2.11292403524,1,1
"MAIK01_1407-1507_MOSP_02412","MAI_SIO_K01_02412","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,11.1808262992,0,7.71789984643,0,1,1
"MAIK01_1407-1507_MOSP_02413","MAI_SIO_K01_02413","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,13.3744005172,0,7.14950019756,0,1,1
"MAIK01_1407-1507_POSP_02414","MAI_SIO_K01_02414","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,15.8656270598,22.9649789522,16.1326999282,21.663466676,1,1
"MAIK01_1407-1507_POSP_02415","MAI_SIO_K01_02415","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,17.0433785982,18.291040046,17.5206500183,22.6886762228,1,1
"MAIK01_1407-1507_POSP_02416","MAI_SIO_K01_02416","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,10.1763032757,7.85953715337,6.33690011501,4.78396284445,1,1
"MAIK01_1407-1507_POSP_02417","MAI_SIO_K01_02417","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,64.2519316633,60.0051237613,60.86379978977,63.06013860921,3,3
"MAIK01_1407-1507_POSP_02418","MAI_SIO_K01_02418","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,40.6144654745,35.021227262,55.3468499383,48.6737026792,2,1
"MAIK01_1407-1507_POSP_02419","MAI_SIO_K01_02419","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,7.77798713256,5.72426562718,4.37520010735,2.36206819155,1,1
"MAIK01_1407-1507_POSP_02420","MAI_SIO_K01_02420","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,12.1200107924,12.2502735212,10.6330501002,11.2824072788,1,1
"MAIK01_1407-1507_POSP_02421","MAI_SIO_K01_02421","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,13.0010694151,8.16024409656,9.56809979238,4.72307599979,1,1
"MAIK01_1407-1507_POSP_02422","MAI_SIO_K01_02422","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,19.7678163681,17.2866578993,22.6353001177,10.7145720517,1,1
"MAIK01_1407-1507_POSP_02423","MAI_SIO_K01_02423","SIO-MAI-K01","SIO","POSP",2014-07-21,2015-07-10,13.8925290251,16.730086184,7.13845011403,9.24158447487,1,1
"MAIK01_1407-1507_MOSP_02424","MAI_SIO_K01_02424","SIO-MAI-K01","SIO","MOSP",2014-07-21,2015-07-10,12.5102019114,0,6.51629986686,0,1,1
