"Site","Island","Island_Code","Latitude","Longitude","Date","DataorError","Error_Category","ColonyName","Spec_Code","Genus","Genus_Code","Shape_Length","Shape_Area","Surface_Area","nPatches"
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_052_0","ACSP","Acropora sp.","ACSP",0.527127469,0.00989813,0.023109483,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_054_0","PMEA","Pocillopora sp.","POCS",0.255746871,0.00314959,0.005447893,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_055_0","MOSP","Montipora sp.","MOSP",0.407739122,0.00747059,0.010536071,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_056_0","MOSP","Montipora sp.","MOSP",1.022668397,0.0160239,0.02327316,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_057_0","ACSP","Acropora sp.","ACSP",1.036989415,0.040182685,0.075770767,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_058_0","MOSP","Montipora sp.","MOSP",0.643150473,0.006248945,0.01081186,3
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_059_0","ACSP","Acropora sp.","ACSP",0.298055383,0.00507428,0.006805939,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_060_0","PMEA","Pocillopora sp.","POCS",0.678517659,0.02044425,0.043740727,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_061_0","ACSP","Acropora sp.","ACSP",0.370851456,0.008289045,0.018845137,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_062_0","POSP","Porites sp.","POSP",0.213304714,0.00299453,0.004463524,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_063_0","MOSP","Montipora sp.","MOSP",3.81977524,0.092293915,0.137309227,4
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_064_0","MOSP","Montipora sp.","MOSP",0.132240258,0.00071535,0.000702811,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_065_0","ACSP","Acropora sp.","ACSP",0.099842762,0.00058507,0.000938424,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_066_0","MOSP","Montipora sp.","MOSP",0.386534788,0.004396435,0.007412245,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_067_0","MOSP","Montipora sp.","MOSP",0.138429749,0.00128023,0.002015454,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_068_0","MOSP","Montipora sp.","MOSP",0.258553861,0.00376036,0.009269603,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_069_0","ACSP","Acropora sp.","ACSP",0.365511003,0.006817475,0.016406787,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_070_0","MOSP","Montipora sp.","MOSP",0.09044815,0.00054109,0.000819832,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_071_0","MOSP","Montipora sp.","MOSP",0.274190341,0.00291667,0.003457372,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_072_0","MOSP","Montipora sp.","MOSP",0.032509089,5.665e-05,5.97674e-05,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_073_0","MOSP","Montipora sp.","MOSP",0.24562985,0.00162641,0.003026312,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_074_0","MOSP","Montipora sp.","MOSP",1.080647344,0.00899841,0.011471059,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_075_0","POSP","Porites sp.","POSP",0.080699974,0.0004246,0.000505859,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_076_0","PMEA","Pocillopora sp.","POCS",0.35955074,0.006322385,0.014216722,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_077_0","MOSP","Montipora sp.","MOSP",0.192672115,0.00177811,0.002042388,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_078_0","MOSP","Montipora sp.","MOSP",0.536800103,0.00968658,0.012902072,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_079_0","MOSP","Montipora sp.","MOSP",0.564310006,0.00608293,0.008176129,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_080_0","MOSP","Montipora sp.","MOSP",0.130133289,0.00088981,0.001066201,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_082_0","ACSP","Acropora sp.","ACSP",0.294783653,0.0047885,0.009339977,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_083_0","POSP","Porites sp.","POSP",0.087917895,0.00052174,0.000627163,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_084_0","ACSP","Acropora sp.","ACSP",0.505465026,0.014164975,0.025305293,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_085_0","MOSP","Montipora sp.","MOSP",0.786523083,0.030536875,0.048946713,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_086_0","MOSP","Montipora sp.","MOSP",0.262500222,0.002806705,0.005500229,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_087_0","MOSP","Montipora sp.","MOSP",0.167383045,0.00111722,0.002846945,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_088_0","PGRA","Pocillopora sp.","POCS",1.508335035,0.042111825,0.213413854,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_089_0","MOSP","Montipora sp.","MOSP",0.815260684,0.013123495,0.031355216,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_090_0","MOSP","Montipora sp.","MOSP",0.139061884,0.00123017,0.001566272,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_091_0","MOSP","Montipora sp.","MOSP",0.234818895,0.002422295,0.0033334,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_092_0","MOSP","Montipora sp.","MOSP",0.260557582,0.002495575,0.002821537,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_093_0","MOSP","Montipora sp.","MOSP",0.395389462,0.00383932,0.00470074,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_094_0","ACSP","Acropora sp.","ACSP",0.321380444,0.005462455,0.018979968,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_095_0","ACSP","Acropora sp.","ACSP",0.223056128,0.00257737,0.004249395,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_096_0","ACSP","Acropora sp.","ACSP",0.506306134,0.01039328,0.03210574,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_097_0","MOSP","Montipora sp.","MOSP",0.306401246,0.003982215,0.007830773,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_098_0","MOSP","Montipora sp.","MOSP",0.564121648,0.00763311,0.011156941,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_099_0","ACSP","Acropora sp.","ACSP",0.226302345,0.00297995,0.005817842,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_100_0","MOSP","Montipora sp.","MOSP",0.109797618,0.00065227,0.001188343,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_101_0","MOSP","Montipora sp.","MOSP",1.181892753,0.02456216,0.034485889,2
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_102_0","ACSP","Acropora sp.","ACSP",0.4126262,0.007838745,0.016688048,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_103_0","MOSP","Montipora sp.","MOSP",1.430796998,0.034432655,0.063478408,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_104_0","MOSP","Montipora sp.","MOSP",0.505127955,0.009204255,0.014134846,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_105_0","MOSP","Montipora sp.","MOSP",0.88049844,0.030792035,0.064023547,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_035_0","PLOB","Porites sp.","POSP",0.349875614,0.00449697,0.010391518,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_106_0","ACSP","Acropora sp.","ACSP",0.121653272,0.0009119,0.010713359,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_109_0","POSP","Porites sp.","POSP",0.163628922,0.00086514,0.002181565,2
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_111_0","POSP","Porites sp.","POSP",0.264502607,0.00347546,0.024685656,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_108_0","POSP","Porites sp.","POSP",0.225772007,0.00332119,0.010361414,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_112_0","MOSP","Montipora sp.","MOSP",0.125767633,0.00096149,0.00127279,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_113_0","MOSP","Montipora sp.","MOSP",0.744475045,0.011967385,0.019867199,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_114_0","MOSP","Montipora sp.","MOSP",0.378132284,0.004283925,0.006297211,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_115_0","PMEA","Pocillopora sp.","POCS",0.257327273,0.00371241,0.007298258,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_117_0","POSP","Porites sp.","POSP",0.090624841,0.00052662,0.00113259,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_118_0","POSP","Porites sp.","POSP",0.094483905,0.00056056,0.001127672,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_119_0","POSP","Porites sp.","POSP",0.112187108,0.00082602,0.001889175,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_120_0","POSP","Porites sp.","POSP",0.234916525,0.00345693,0.005161174,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_121_0","POSP","Porites sp.","POSP",0.230014574,0.0030634,0.007194598,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_122_0","POSP","Porites sp.","POSP",0.131243309,0.00092723,0.001492882,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_123_0","POSP","Porites sp.","POSP",0.417312077,0.00387059,0.006565732,2
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_124_0","MOSP","Montipora sp.","MOSP",0.314543088,0.00429617,0.00552822,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_125_0","POSP","Porites sp.","POSP",0.267702654,0.00372598,0.00532929,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_127_0","POSP","Porites sp.","POSP",0.214380691,0.00308544,0.00833643,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_128_0","MOSP","Montipora sp.","MOSP",0.501032243,0.004608125,0.006185931,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_129_0","POSP","Porites sp.","POSP",0.134770683,0.00078665,0.00167161,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_130_0","POSP","Porites sp.","POSP",0.186471888,0.00217652,0.004284105,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_131_0","POSP","Porites sp.","POSP",0.098750718,0.00054343,0.001357844,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_132_0","POSP","Porites sp.","POSP",0.13376111,0.00101375,0.001841265,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_133_0","MOSP","Montipora sp.","MOSP",0.479650567,0.01365615,0.016405285,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_134_0","POSP","Porites sp.","POSP",0.148543816,0.001224955,0.002028771,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_135_0","POSP","Porites sp.","POSP",0.06806544,0.00030474,0.000458851,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_136_0","POSP","Porites sp.","POSP",0.089790826,0.00050296,0.001767667,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_137_0","MOSP","Montipora sp.","MOSP",0.357085605,0.002969325,0.003760115,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_138_0","MOSP","Montipora sp.","MOSP",0.429627902,0.0032639,0.004560221,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_139_0","MOSP","Montipora sp.","MOSP",0.369089036,0.004114205,0.0077627,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_140_0","MOSP","Montipora sp.","MOSP",0.373898258,0.003665155,0.006609517,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_141_0","MOSP","Montipora sp.","MOSP",0.339474396,0.003362055,0.007795564,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_142_0","ACSP","Acropora sp.","ACSP",0.16209151,0.00141872,0.003502388,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_144_0","POSP","Porites sp.","POSP",0.152508271,0.00114818,0.002277564,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_145_0","POSP","Porites sp.","POSP",0.252948094,0.0021085,0.00374327,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_146_0","POSP","Porites sp.","POSP",0.113386453,0.00083504,0.002608546,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_147_0","POSP","Porites sp.","POSP",0.097089146,0.00065889,0.000940864,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_148_0","POSP","Porites sp.","POSP",0.063327199,0.00027036,0.000278084,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_149_0","POSP","Porites sp.","POSP",0.218160919,0.00229206,0.002965943,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_150_0","POSP","Porites sp.","POSP",0.155972535,0.00132895,0.002463298,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_151_0","POSP","Porites sp.","POSP",0.182479484,0.00168635,0.008621405,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_152_0","MOSP","Montipora sp.","MOSP",0.176145635,0.00146903,0.001818942,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_153_0","POSP","Porites sp.","POSP",0.371005475,0.007627455,0.019909558,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_154_0","POSP","Porites sp.","POSP",0.129350699,0.00114266,0.001979458,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_155_0","POSP","Porites sp.","POSP",0.124966976,0.00109442,0.005282883,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_160_0","PMEA","Pocillopora sp.","POCS",0.396173739,0.009412155,0.046026804,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_161_0","PMEA","Pocillopora sp.","POCS",0.838045778,0.03292191,0.070680798,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_165_0","PMEA","Pocillopora sp.","POCS",0.260365957,0.003432885,0.009565577,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_173_0","ACSP","Acropora sp.","ACSP",0.19355923,0.0021628,0.004562395,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_174_0","PMEA","Pocillopora sp.","POCS",0.864583104,0.024420985,0.058492913,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_175_0","ACSP","Acropora sp.","ACSP",0.199632028,0.0022086,0.00557669,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_177_0","PMEA","Pocillopora sp.","POCS",0.306627463,0.00409759,0.013795361,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_179_0","PMEA","Pocillopora sp.","POCS",0.650147895,0.015807955,0.022304801,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_180_0","PMEA","Pocillopora sp.","POCS",0.256519415,0.00349634,0.006060054,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_181_0","PMEA","Pocillopora sp.","POCS",0.456105912,0.0111111,0.016523612,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_182_0","PMEA","Pocillopora sp.","POCS",0.60137884,0.0161555,0.034121788,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_183_0","PMEA","Pocillopora sp.","POCS",1.308256558,0.06297775,0.092126587,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_184_0","PMEA","Pocillopora sp.","POCS",0.755529514,0.01774937,0.048016872,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_185_0","ACSP","Acropora sp.","ACSP",0.321143215,0.004259925,0.007043946,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_186_0","PMEA","Pocillopora sp.","POCS",0.801988794,0.025119265,0.033525271,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_187_0","ACSP","Acropora sp.","ACSP",0.551156527,0.013800685,0.027721381,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_193_0","PMEA","Pocillopora sp.","POCS",0.420666187,0.00948421,0.038825948,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_194_0","PMEA","Pocillopora sp.","POCS",0.633209242,0.015830835,0.03936798,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_195_0","PMEA","Pocillopora sp.","POCS",0.49260644,0.01412705,0.021046684,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_196_0","PMEA","Pocillopora sp.","POCS",0.408890855,0.007027725,0.010005356,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_197_0","PMEA","Pocillopora sp.","POCS",0.566228089,0.01627429,0.030638674,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_198_0","PMEA","Pocillopora sp.","POCS",0.70186829,0.02491496,0.037293024,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_199_0","PMEA","Pocillopora sp.","POCS",0.277144662,0.00383692,0.007837621,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_200_0","PMEA","Pocillopora sp.","POCS",0.791125516,0.02181095,0.046739249,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_201_0","PMEA","Pocillopora sp.","POCS",0.129363047,0.001111195,0.001901837,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_202_0","PMEA","Pocillopora sp.","POCS",0.089869145,0.00054259,0.001263167,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_203_0","PMEA","Pocillopora sp.","POCS",0.659584243,0.019225105,0.047861883,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_204_0","PMEA","Pocillopora sp.","POCS",0.530365744,0.015563655,0.061900207,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_205_0","PMEA","Pocillopora sp.","POCS",0.752467675,0.017536825,0.037244062,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_206_0","PMEA","Pocillopora sp.","POCS",0.846435982,0.02772917,0.059882153,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_210_0","ACSP","Acropora sp.","ACSP",0.358969299,0.00691672,0.02154222,1
"OCC_OFU_009","Ofu & Olosega","OFU",-14.180607,-169.652024,2018-07-10,"DATA","Growth Data","OCC_OFU_009_208_0","ACSP","Acropora sp.","ACSP",0.71084398,0.029516685,0.042024263,1
